00:00|двенадцать часов ночи|В двенадцать часов ночи еще танцевали. Элен, не имевшая достойного кавалера, сама предложила мазурку Борису.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
00:00|полночь|Была лунная зимняя полночь, мы ночевали на хуторе в Тамбовской губернии, по пути в Петербург с юга, и спали в детской, единственной теплой комнате во всем доме.|Новый год|Иван Бунин|sfw
00:00|полночь|-- Как долго ждать! Уже и полночь прошла.|Мудрые девы|Фёдор Сологуб|sfw
00:00|полночь|Страшное время -- полночь в дебрях леса.|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|Несравненно ужаснее и отвратительнее полночь в трущобах большого города, в трущобах блестящей, многолюдной столицы. И чем богаче, обширнее столица тем ужаснее трущобы...|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|В полночь они заботятся о будущей ночи, в полночь они устраивают свои ужасные оргии и топят в них воспоминания о своей -- прежней, лучшей жизни.|Трущёбные люди|Владимир Гиляровский|sfw
00:00|полночь|В полночь он услышал голос помощника, звавший его на палубу. Ещё через несколько минут боцман услышал голос капитана, звавший его на палубу.|Самсон Назорей|Владимир Жаботинский|sfw
00:00|полночь|Пропивая как-то в "Бедных людях" мелкий гонорар, он подслушал разговор двух известных телешоуменов - дело было за полночь, и они продолжали начатую в другом месте пьянку.|Generation "П"|Виктор Пелевин|sfw
00:00|первый час ночи|Шел первый час ночи. Дождь лился по крыше ровный и цельный, точно вся ядовитая, бесформенная и сплошная скука, которая гнездилась на земле, собралась и впиталась в его капли.|Бабаев|Сергей Николаевич Сергеев-Ценский|sfw
00:53|0 часов 53 минуты|Баг тем временем уже прошёлся пальцами по клавиатуре "Керулена". Действительно, отметка о том, что цзюйжэнь Берзин Ландсбергис покинул территорию ризницы в 0 часов 53 минуты имела место в охранной системе Патриархии.|Дело жадного варвара|Хольм ван Зайчик|sfw
01:00|час ночи|В час ночи два чемодана были затянуты ремнями. Но выйти из дома нельзя. - Люба, - проговорил Азеф, - потуши везде свет, пусть думают, что лег спать...|Азеф|Роман Гуль|sfw
02:00|с двух часов ночи|Русские войска проходили через Москву с двух часов ночи и до двух часов дня и увлекали за собой последних уезжавших жителей и раненых.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
02:00|два часа ночи|Было два часа ночи. Мале подошел к дверям кордегардии Десятой когорты Национальной гвардии Парижа. -- Кто идет? -- окликнул часовой. -- "Конспирация"... -- .."Кампания"! -- ответил Мале, и перед ним широко распахнулись ворота столичной казармы.|Исторические миниатюры|Валентин Пикуль|sfw
02:00|два часа ночи|Я взглянул на часы. Было два часа ночи, я не слишком твердо держался на ногах, да и в голове изрядно шумело.|Земля обетованная|Эрих Мария Ремарк|sfw
02:25|2:25|Телефон зазвонил среди ночи. Он открыл глаза - на часах 2:25. Спросонья он долго не мог сообразить, какого дьявола в таком месте вообще звонит телефон.|Рвота|Харуки Мураками|sfw
02:30|половина третьего|А вы говорите, чудес на свете не бывает. Уже на платформе Семен обнаружил, что в Москве время движется не так, как всюду. Иначе никак невозможно было объяснить того обстоятельства, что стрелки на башне Казанского вокзала показывали пятнадцать минут девятого, в то время как на циферблате навороченных "командирских" часов Семена была половина третьего нового дня.|Книга счастья. Новый русский водевиль|Игорь Плотник|sfw
02:47|2:47|Я увидел ее в 2:47. Столько было на часах, когда я на них посмотрел. На этот раз девушка появилась чуть раньше, чем прошлой ночью. Я не спал -- ждал, когда она материализуется. Глаз не сомкнул, что моргал -- не считается. Но все равно момента, когда она возникла, не уловил. Как то проскользнула через слепую зону в моем сознании.|Кафка на пляже|Харуки Мураками|sfw
03:17|три часа семнадцать минут|Женщины прятались под кровати; пожилые джентльмены прятали деньги в стволах вязов, а жена одного фермера-птицевода живущего в семи милях к северо-востоку от Эстеллина, в Южной Дакоте, женщина, широко известная своими кулинарными талантами и острым глазом, ясно видела отряд из девяноста двух мексиканских солдат, проходивший мимо ее дома в три часа семнадцать минут утра 27 июля 1939 года.|У нас это невозможно|Синклер Льюис|sfw
03:55|без пяти минут четыре|Ветер дул в спину. По моему расчету, через два часа должен был наступить рассвет. Взглянув на свои часы с светящимся циферблатом, я увидел, именно, без пяти минут четыре. Ровное волнение не представляло опасности.|Бегущая по волнам|Александр Грин|sfw
04:00|4 часа утра|Тачанка визжит, тяжелый мутный рассвет вдали, мокрые поля. Фиолетовые полосы на небе, с черными провалами. На рассвете - местечко Верба. Железнодорожное полотно - мертвое, мелкое, пахнет Галицией. 4 часа утра.|Конармейский дневник 1920 года|Исаак Бабель|sfw
05:00|5 часов утра|В 5 часов утра еще было совсем темно. Войска центра, резервов и правый фланг Багратиона стояли еще неподвижно; но на левом фланге колонны пехоты, кавалерии и артиллерии, долженствовавшие первые спуститься с высот, для того чтобы атаковать французский правый фланг и отбросить его, по диспозиции, в Богемские горы, уже зашевелились и начали подниматься с своих ночлегов.|Война и мир. Том 1|Лев Николаевич Толстой|sfw
06:00|шесть часов утра|Он думал о князе Андрее, о Наташе, об их любви, и то ревновал ее к прошедшему, то упрекал, то прощал себя за это. Было уже шесть часов утра, а он все ходил по комнате.|Война и мир. Том 4|Лев Николаевич Толстой|sfw
06:00|шесть|Помолчав, он снова объяснил: - "Разбуди меня ровно в шесть".|Червь|Джон Фаулз|sfw
07:00|семь часов утра|В семь часов утра конвой французов, в походной форме, в киверах, с ружьями, ранцами и огромными мешками, стоял перед балаганами, и французский оживленный говор, пересыпаемый ругательствами, перекатывался по всей линии.|Война и мир. Том 4|Лев Николаевич Толстой|sfw
07:05|семь часов пять минут|Посмотрев на часы, репортер "Трибкш" увидел, что стрелки показывали семь часов пять минут. Таким образом, у него было еще двенадцать минут, и он ждал в полном спокойствии, от которого его противник был, без сомнения, очень далек.|Завещание чудака|Жюль Верн|sfw
07:14|семь часов четырнадцать минут|В семь часов четырнадцать минут он встал, вышел на площадку, вынул из кармана револьвер и, проверив заряды, стал ждать.|Завещание чудака|Жюль Верн|sfw
07:16|семь часов шестнадцать минут|В семь часов шестнадцать минут послышался все нараставший грохот встречного поезда из Геркуланума, двигавшегося по другому пути, в противоположном поезду Гарри Кембэла направлении.|Завещание чудака|Жюль Верн|sfw
07:40|восемь часов без четверти|Противно своей привычке опаздывать, Пьер в этот день вместо восьми без 10-ти минут, приехал к Бергам в восемь часов без четверти.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
08:00|на часах ровно восемь|Странное дело -- хотя, может, не такое уж и странное, -- но в постель я залез ровно в полночь, заснул мгновенно и спал очень крепко. А проснулся в восемь утра. Такое вот совпадение: открываю глаза -- на часах ровно восемь.|Дэнс, дэнс, дэнс|Харуки Мураками|sfw
08:00|8 часов|В 8 часов Кутузов выехал верхом к Працу, впереди 4-й Милорадовичевской колонны, той, которая должна была занять места колонн Пржебышевского и Ланжерона, спустившихся уже вниз. Он поздоровался с людьми переднего полка и отдал приказание к движению, показывая тем, что он сам намерен был вести эту колонну.|Война и мир. Том 1|Лев Николаевич Толстой|sfw
08:00|8 часов утра|Наташа ехала на первый большой бал в своей жизни. Она в этот день встала в 8 часов утра и целый день находилась в лихорадочной тревоге и деятельности.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
08:00|восемь часов|Встал в восемь часов, читал Св. Писание, потом пошел к должности (Пьер по совету благодетеля поступил на службу в один из комитетов), возвратился к обеду, обедал один (у графини много гостей, мне неприятных), ел и пил умеренно и после обеда списывал пиесы для братьев.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
08:00|8 часов утра|На другой день, в 8 часов утра, Пьер с Несвицким приехали в Сокольницкий лес и нашли там уже Долохова, Денисова и Ростова. Пьер имел вид человека, занятого какими-то соображениями, вовсе не касающимися до предстоящего дела. Осунувшееся лицо его было желто. Он видимо не спал ту ночь.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
08:00|восьми часов|С восьми часов к ружейным выстрелам присоединилась пушечная пальба. На улицах было много народу, куда-то спешащего, много солдат, но так же, как и всегда, ездили извозчики, купцы стояли у лавок и в церквах шла служба.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
08:10|десять минут девятого|Все вещи и тандем были уже уложены и отправлены в Лондон накануне; поезд наш отходил только в десять минут девятого.|Трое на четырех колесах|Джером К.Джером|sfw
08:10|десяти минут девятого|А поскольку он еще не пришел, Лоренсо Даса сел на скамью и ждал до десяти минут девятого, снимая и вновь надевая то на один, то на другой палец тяжелый золотой перстень с благородным опалом, и как только Флорен-тино Ариса вошел, узнал его и взял под руку.|Любовь во время чумы|Габриель Гарсия Маркес|sfw
08:15|четверти девятого|Однажды вечером у него сломались часы и остановились на четверти девятого. Он этого не заметил, потому что забыл их перед сном завести (случай для него необычный) и повесил у изголовья, даже не посмотрев на них.|Трое в лодке (не считая собаки)|Джером Клапка Джером|sfw
08:20|двадцать минут девятого|Учительница впустила нас в класс, когда часы на стене показывали двадцать минут девятого.|Мы все из Бюллербю|Астрид Линдгрен|sfw
08:20|двадцать минут девятого|Может быть от сотрясения, когда он швырял часы на постель, может быть по другой причине, неясной самому Джорджу -- но часы, застывшие на четверти девятого, пошли, и теперь показывали двадцать минут девятого.|Трое в лодке (не считая собаки)|Джером Клапка Джером|sfw
08:30|Половина девятого|- Но папа! - она взглянула на часы. - Половина девятого, я смогу вернуться только без двадцати десять. Неудобно заставлять мистера Карстерса так долго ждать...|Портрет Лидии|Алан Александер Милн|sfw
08:45|без четверти девять|В актовом зале, где каждый день в без четверти девять вся гимназия от приготовишек до восьмиклассников выстраивалась на молитву амфитеатром, большое огорчение Зайцу доставляло параллельное отделение первого класса: великаны этого класса каким-то островом торчали среди всей мелюзги первых рядов, и на острове этом Рюриков был еще головой выше всех.|Кощеева цепь|Михаил Пришвин|sfw
09:00|ровно в девять|- Эта женщина полагает, что если я разумно пользуюсь жизнью, то я уже не могу отличить передней стороны картины от задней и переплета книги от ее содержания. Я поеду к ней ровно в девять. Посмотрим, что она пишет дальше.|Карьера одного борца|Бернард Шоу|sfw
09:00|9 часов утра|Было 9 часов утра. Туман сплошным морем расстилался по низу, но при деревне Шлапанице, на высоте, на которой стоял Наполеон, окруженный своими маршалами, было совершенно светло. Над ним было ясное, голубое небо, и огромный шар солнца, как огромный пустотелый багровый поплавок, колыхался на поверхности молочного моря тумана.|Война и мир. Том 1|Лев Николаевич Толстой|sfw
09:00|9-ть часов|На правом фланге у Багратиона в 9-ть часов дело еще не начиналось. Не желая согласиться на требование Долгорукова начинать дело и желая отклонить от себя ответственность, князь Багратион предложил Долгорукову послать спросить о том главнокомандующего.|Война и мир. Том 1|Лев Николаевич Толстой|sfw
09:00|девять часов утра|В девять часов утра, в назначенный день, князь Андрей явился в приемную к графу Аракчееву. Лично князь Андрей не знал Аракчеева и никогда не видал его, но все, что он знал о нем, мало внушало ему уважения к этому человеку.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
09:00|девять часов|В девять часов проснулась графиня, и Матрена Тимофеевна, бывшая ее горничная, исполнявшая в отношении графини должность шефа жандармов, пришла доложить своей бывшей барышне, что Марья Карловна очень обижены и что барышниным летним платьям нельзя остаться здесь. На расспросы графини, почему m-me Schoss обижена, открылось, что ее сундук сняли с подводы и все подводы развязывают - добро снимают и набирают с собой раненых, которых граф, по своей простоте, приказал забирать с собой. Графиня велела попросить к себе мужа.|Война и мир. Том 3|Толстой Лев Николаевич|sfw
09:00|девять утра|В том, что наступило горькое раскаянье, Дэвид убедился, как только спустился ровно в девять утра вниз.|Башня из черного дерева|Джон Фаулз|sfw
09:10|десять минут десятого|Но самое главное - я увидел на стене часы, так напугавшие меня своим тиканьем. На мгновение мне показалось, что глаза продолжают надо мною издеваться. Часы - если они, конечно, шли верно - показывали десять минут десятого. Резким движением руки я отбросил в сторону занавески на окне и выглянул на улицу.|Ночь триффидов|Саймон Кларк|sfw
09:30|Половина десятого|- Дядя, сколько время? Господин в чесучовом пиджаке и люфовом шлеме "здравствуй и прощай" приложил к римскому носу золотое пенсне, задрал седую бородку, мельком взглянул на циферблат и быстро сказал: - Половина десятого.|Белеет парус одинокий|Валентин Катаев|sfw
09:30|полчаса десятого|Гаврик остолбенел от изумления: - Дядя, а как же там написано - девять и с половиной? - Значит, и есть полчаса десятого, - не глядя на мальчика, строго сказал господин, сел на извозчика и уехал, поставив между колен палку с костяным набалдашником.|Белеет парус одинокий|Валентин Катаев|sfw
09:30|полчаса десятого|Оказывается, девять с половиной все равно, что полчаса десятого. Странно. Очень странно. Во всяком случае, не мешало б спросить у кого-нибудь понимающего.|Белеет парус одинокий|Валентин Катаев|sfw
09:36|тридцать шесть минут десятого|Потом взглянул на часы-браслет: тридцать шесть минут десятого. И стал ждать, чтобы прошли семь минут.|Волшебная гора|Томас Манн|sfw
09:38|тридцать восемь минут десятого|Работа на станции как будто замерла; заинтересованные драмой, служащие собрались у парка; остановившийся у дебаркадера поезд, прибывший тридцать восемь минут десятого, застал их врасплох.|Человек-зверь|Эмиль Золя|sfw
09:40|без двадцати десять|- Но папа! - она взглянула на часы. - Половина девятого, я смогу вернуться только без двадцати десять. Неудобно заставлять мистера Карстерса так долго ждать...|Портрет Лидии|Алан Александер Милн|sfw
09:40|без двадцати десять|-- Черт подери, и в самом деле, а теперь без двадцати десять.|62. Модель для сборки|Хулио Кортасар|sfw
09:45|без четверти десять|Первое, что бросилось нам в глаза, когда мы вошли в комнату Николауса, были стенные часы. Они показывали без четверти десять. Возможно ли, что ему оставалось так мало жить? Сердце у меня сжалось.|Таинственный незнакомец|Марк Твен|sfw
09:45|без четверти десять|Эта мысль придала ей энергии. Надежда снова улыбнулась ей. Она взглянула на часы, - без четверти десять.|Два брата|Константин Михайлович Станюкович|sfw
09:45|без четверти десять|Труш каждый день выходил из дому пунктуально без четверти десять и возвращался четверть пятого; по вечерам он всегда сидел дома.|Завоевание|Эмиль Золя|sfw
09:55|без пяти минут десять|В 10 часов вечера Ростовы должны были заехать за фрейлиной к Таврическому саду; а между тем было уже без пяти минут десять, а еще барышни не были одеты.|Война и мир. Том 2|Лев Николаевич Толстой|sfw
09:57|без трех минут десять|Батальонный командир, подполковник Лех, который, как и все офицеры, находился с утра в нервном и бестолковом возбуждении, налетел было на него с криком за поздний выход на плац, но Стельковский хладнокровно вынул часы, посмотрел на них и ответил сухо, почти пренебрежительно: - В приказе сказано собраться к десяти. Теперь без трех минут десять. Я не считаю себя вправе морить людей зря.|Поединок|Александр Куприн|sfw
09:58|без двух минут десять|Наконец майор Фрей незаметно, как ему казалось, но это отнюдь не ускользнуло от внимания восьмисот зрителей, бегло взглянул на часы. Они показывали без двух минут десять. Начальник курса решил срочно прекратить представление, так как каждую минуту мог появиться генерал.|Фабрика офицеров|Ганс Гельмут Кирст|sfw
09:58|До десяти две минуты|Глубоко вздохнув, Сеппи сказал: - До десяти две минуты. Через семь минут, Теодор, смерть останется позади. Он будет спасен.|Таинственный незнакомец|Марк Твен|sfw
09:59|ровно без одной минуты десять|Именно на подобном противоречии и решил сыграть подполковник. Он попросил у дежурного ключи, якобы забрать оставленные у Воронова шахматы. А затем, ровно без одной минуты десять, вошел в номер майора.|Тень Ирода|Чингиз Абдуллаев|sfw
10:24|10 часов 24 минуты утра|Двор дома. Московское время 10 часов 24 минуты утра. Повалил снег. Мы стояли рядом, держали мёртвые трубки и размышляли, кому бы позвонить еще. Откровенно говоря, выбор у нас оставался небогатый -- Сеня Печальный.|Книга счастья. Новый русский водевиль|Игорь Плотник|sfw
10:00|десять|Серёжка пришел ровно в десять, как договорились.|Самолет по имени Сережка|Владислав Крапивин|sfw
10:00|десять часов|В десять часов пехотные солдаты, бывшие впереди батареи в кустах и по речке Каменке, отступили. С батареи видно было, как они пробегали назад мимо нее, неся на ружьях раненых.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
10:00|десять часов|Был жаркий июльский день. Уже в десять часов, когда Ростовы выходили из кареты перед церковью, в жарком воздухе, в криках разносчиков, в ярких и светлых летних платьях толпы, в запыленных листьях дерев бульвара, в звуках музыки и белых панталонах прошедшего на развод батальона, в громе мостовой и ярком блеске жаркого солнца было то летнее томление, довольство и недовольство настоящим, которое особенно резко чувствуется в ясный жаркий день в городе.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
10:00|десять часов|В десять часов господа Ростовы и раненые, ехавшие с ними, все разместились по дворам и избам большого села. Люди, кучера Ростовых и денщики раненых, убрав господ, поужинали, задали корму лошадям и вышли на крыльцо.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
10:00|десять часов утра|В это же время, в десять часов утра 2-го сентября, Наполеон стоял между своими войсками на Поклонной горе и смотрел на открывавшееся перед ним зрелище. Начиная с 26-го августа и по 2-е сентября, от Бородинского сражения и до вступления неприятеля в Москву, во все дни этой тревожной, этой памятной недели стояла та необычайная, всегда удивляющая людей осенняя погода, когда низкое солнце греет жарче, чем весной, когда все блестит в редком, чистом воздухе так, что глаза режет, когда грудь крепнет и свежеет, вдыхая осенний пахучий воздух, когда ночи даже бывают теплые и когда в темных теплых ночах этих с неба беспрестанно, пугая и радуя, сыплются золотые звезды.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
10:00|десяти часам утра|К десяти часам утра 2-го сентября в Дорогомиловском предместье оставались на просторе одни войска ариергарда. Армия была уже на той стороне Москвы и за Москвою.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
10:00|десять часов утра|2-го сентября в десять часов утра была такая погода. Блеск утра был волшебный. Москва с Поклонной горы расстилалась просторно с своей рекой, своими садами и церквами и, казалось, жила своей жизнью, трепеща, как звезды, своими куполами в лучах солнца.|Война и мир. Том 3|Толстой Лев Николаевич|sfw
10:00|10 часов|С раннего утра начались напряженные хлопоты и усилия, и в 10 часов все пришло в требуемый порядок. На огромном поле стали ряды. Армия вся была вытянута в три линии. Спереди кавалерия, сзади артиллерия, еще сзади пехота. Между каждым рядом войск была как бы улица.|Война и мир. Том 1|Лев Николаевич Толстой|sfw
10:01|одна минута одиннадцатого|Вскоре лодку было уже не различить, она скрылась в тумане. Мойра взглянула на ручные часики - одна минута одиннадцатого. В эти последние минуты ей вспомнилась давняя детская вера; надо что-то сделать, подумала она. И слегка заплетающимся после выпитого языком пробормотала "Отче наш".|На берегу|Невил Шют|sfw
10:02|две минуты одиннадцатого|Но... -- Бауэр вошел в раж, -- но есть два бесспорно установленных факта. Вашу машину оставили на Фултон-стрит в две минуты одиннадцатого, а в полицейский участок вы явились в десять двадцать три. Такси в том районе тогда не было, автолюбители никого не подвозили.|Идеальное убийство|Джон Синклер|sfw
10:07|семь минут одиннадцатого|Боже мой, семь минут одиннадцатого, а я-то здесь с вами!|Таинственный незнакомец|Марк Твен|sfw
10:08|Восемь минут одиннадцатого|- Мои часы всегда немножко спешат, - сказал я. - Который час на ваших? - Восемь минут одиннадцатого.|Тихий американец|Грэм Грин|sfw
10:09|девять минут одиннадцатого|В девять минут одиннадцатого у трейлера, ехавшего по внутренней стороне московской кольцевой автомобильной дороги, протек поддон картера. Дело было между Варшавским шоссе и Профсоюзной. Трейлер остановился, и на асфальт вылились полтора литра масла. После этого трейлер проехал несколько метров вперед, включил аварийку и принялся ремонтироваться.|Охота на Изюбря|Юлия Латынина|sfw
10:10|десять минут одиннадцатого|Было десять минут одиннадцатого, когда пароход снялся с якоря. Мощные лопасти его колес пришли в движение, и он поплыл вниз по течению, усеянному кусочками пемзы, добываемой из источников в ущельях Скалистых гор.|Завещание чудака|Жюль Верн|sfw
10:10|десять минут одиннадцатого|Ральф Эндикотт вручил чек кассиру. - Все правильно. Да. Это тот чек и моя подпись. Он был удостоверен в десять минут одиннадцатого семнадцатого числа.|Дело одинокой наследницы|Эрл Стенли Гарднер|sfw
10:12|двенадцать минут одиннадцатого|- Сейчас только двенадцать минут одиннадцатого, - заявил он. Спрятал часы, застегнулся, еще удобней уселся на своем стуле и продолжал переваривать пищу, ленивый, дородный, спокойный. - Еще полчасика можно посидеть, - сказал король. - Тут очень уютно.|Гойя, или Тяжкий путь познания|Лион Фейхтвангер|sfw
10:23|десять двадцать три|Но... -- Бауэр вошел в раж, -- но есть два бесспорно установленных факта. Вашу машину оставили на Фултон-стрит в две минуты одиннадцатого, а в полицейский участок вы явились в десять двадцать три. Такси в том районе тогда не было, автолюбители никого не подвозили.|Идеальное убийство|Джон Синклер|sfw
10:25|двадцать пять минут одиннадцатого|Он смотрел так, как будто ждал разрушения мира, и не то чтобы когда-нибудь, по пророчествам, которые могли бы и не состояться, а совершенно определенно, так-этак послезавтра утром, ровно в двадцать пять минут одиннадцатого.|Бесы|Федор Михайлович Достоевский|sfw
10:42|Сорок две минуты одиннадцатого|-- Сорок две минуты одиннадцатого! -- сказал Николь. -- Остается всего пять минут,-- заметил Барбикен.|Вокруг Луны|Жюль Верн|sfw
10:55|без пяти минут одиннадцать|На следующий день утром, без пяти минут одиннадцать, Мартин Опперман сидел на третьем этаже мебельного магазина "Генрих Вельс и сын". Вельс пригласил его на одиннадцать часов. Он не сам подошел к телефону, а велел передать через служащего, что Мартин может прийти в одиннадцать. Мартин явился без пяти одиннадцать.|Семья Опперман|Лион Фейхтвангер|sfw
11:00|часов одиннадцать утра|Было часов одиннадцать утра. Солнце стояло несколько влево и сзади Пьера и ярко освещало сквозь чистый, редкий воздух огромную, амфитеатром по поднимающейся местности открывшуюся перед ним панораму.|Война и мир. Том 3|Лев Николаевич Толстой|sfw
11:00|одиннадцать часов утра|В одиннадцать часов утра ему привезли известие о том, что занятые французами флеши были опять отбиты, но что князь Багратион ранен. Кутузов ахнул и покачал головой.|Война и мир. Том 3|Толстой Лев Николаевич|sfw
11:03|три минуты двенадцатого|Часы показывали три минуты двенадцатого. Шум моторов перешел в плотный, почти осязаемый рев. Спинка кресла прижалась к плечам Серегина, и красные огни взлетной полосы понеслись мимо, сливаясь в сплошную черту.|Мушкетер|Валентин Рич, Михаил Черненко|sfw
11:03|три минуты двенадцатого|В три минуты двенадцатого все необходимые бумаги были уже у него в кармане. -- До свидания, -- покровительственно кивнул он Хранителю, проводившему его до лифта. -- До свидания.|О дивный новый мир|Олдос Хаксли|sfw
11:04|четыре минуты двенадцатого|- Лучше не надо, - посоветовал мистер Хен и поглядел на часы. Стрелки показывали четыре минуты двенадцатого. - Ваши спешат, - сказал я. - Они всегда впереди. - И в этот миг фонтан взорвался.|Тихий американец|Грэм Грин|sfw
